# Design Lore entry index (all skills) — regenerate with `python3 lore.py index`
# id	prefix	skill	file	title	topic	tags
an-009	an	design	skill-design/lore/05-android-design.jsonl	Height Window Size Classes	window-size-classes	responsive,window-class,height
an-010	an	design	skill-design/lore/05-android-design.jsonl	Bottom Navigation Bar	navigation	navigation,bottom-nav,m3,compact
an-011	an	design	skill-design/lore/05-android-design.jsonl	Navigation Rail	navigation	navigation,rail,m3,medium
an-012	an	design	skill-design/lore/05-android-design.jsonl	Navigation Drawer	navigation	navigation,drawer,m3,expanded
an-013	an	design	skill-design/lore/05-android-design.jsonl	Top App Bar — Small	navigation	app-bar,top-bar,m3,small
an-014	an	design	skill-design/lore/05-android-design.jsonl	Top App Bar — Medium and Large	navigation	app-bar,top-bar,m3,collapsing
an-015	an	design	skill-design/lore/05-android-design.jsonl	Navigation Rules	navigation	navigation,rules,responsive
an-016	an	design	skill-design/lore/05-android-design.jsonl	Minimum Touch Target Sizes	touch-targets	touch,accessibility,interaction,dp
an-017	an	design	skill-design/lore/05-android-design.jsonl	FAB Touch Target Sizes	touch-targets	fab,touch,button,m3
an-018	an	design	skill-design/lore/05-android-design.jsonl	Display Type Scale	typography	typography,type-scale,display,m3
an-019	an	design	skill-design/lore/05-android-design.jsonl	Headline Type Scale	typography	typography,type-scale,headline,m3
an-020	an	design	skill-design/lore/05-android-design.jsonl	Title Type Scale	typography	typography,type-scale,title,m3
an-021	an	design	skill-design/lore/05-android-design.jsonl	Body Type Scale	typography	typography,type-scale,body,m3
an-022	an	design	skill-design/lore/05-android-design.jsonl	Label Type Scale	typography	typography,type-scale,label,m3
an-023	an	design	skill-design/lore/05-android-design.jsonl	Typography Unit Rules	typography	typography,sp,dp,units,accessibility
an-024	an	design	skill-design/lore/05-android-design.jsonl	Material 3 Color System — Key Colors and Tonal Palettes	color	color,m3,hct,tonal-palette
an-025	an	design	skill-design/lore/05-android-design.jsonl	Material 3 Light Theme Token Mapping	color	color,m3,light-theme,tokens
an-026	an	design	skill-design/lore/05-android-design.jsonl	Material 3 Dark Theme Token Mapping	color	color,m3,dark-theme,tokens
an-027	an	design	skill-design/lore/05-android-design.jsonl	Material 3 Color Roles	color	color,m3,roles,semantic
an-028	an	design	skill-design/lore/05-android-design.jsonl	Dynamic Color / Material You	color	color,dynamic-color,material-you,android-12
an-029	an	design	skill-design/lore/05-android-design.jsonl	Material 3 Shape Scale	shape	shape,corner-radius,m3,tokens
an-030	an	design	skill-design/lore/05-android-design.jsonl	Component Shape Assignments	shape	shape,components,corner-radius,m3
an-031	an	design	skill-design/lore/05-android-design.jsonl	Material 3 Elevation Levels	elevation	elevation,shadow,m3,levels
an-032	an	design	skill-design/lore/05-android-design.jsonl	Tonal Elevation and Surface Tint	elevation	elevation,tonal,surface-tint,m3
an-033	an	design	skill-design/lore/05-android-design.jsonl	Baseline Grid and Standard Spacing	grid-spacing	grid,spacing,layout,dp
an-034	an	design	skill-design/lore/05-android-design.jsonl	Content Margins by Window Size	grid-spacing	grid,margins,responsive,layout
an-035	an	design	skill-design/lore/05-android-design.jsonl	List Item Heights	grid-spacing	list,spacing,height,dp
an-036	an	design	skill-design/lore/05-android-design.jsonl	Button Specs — Filled, Outlined, Text	components	button,m3,components,specs
an-037	an	design	skill-design/lore/05-android-design.jsonl	Card Specs	components	card,m3,components,specs
an-038	an	design	skill-design/lore/05-android-design.jsonl	Chip Specs	components	chip,m3,components,specs
an-039	an	design	skill-design/lore/05-android-design.jsonl	Dialog Specs	components	dialog,m3,components,specs
an-040	an	design	skill-design/lore/05-android-design.jsonl	Switch, Checkbox, Snackbar Specs	components	switch,checkbox,snackbar,m3,specs
an-041	an	design	skill-design/lore/05-android-design.jsonl	Bottom Sheet Specs	components	bottom-sheet,m3,components,specs
an-042	an	design	skill-design/lore/05-android-design.jsonl	Text Field Specs	components	text-field,input,m3,components,specs
an-043	an	design	skill-design/lore/05-android-design.jsonl	Tabs Specs	components	tabs,m3,components,specs
an-044	an	design	skill-design/lore/05-android-design.jsonl	Material 3 Expressive Design (2025)	expressive	m3-expressive,2025,personality,motion
an-045	an	design	skill-design/lore/05-android-design.jsonl	Predictive Back Gesture	gestures	gesture,back,navigation,android-14
an-046	an	design	skill-design/lore/05-android-design.jsonl	Edge-to-Edge Design	edge-to-edge	edge-to-edge,system-bars,insets,android-15
an-047	an	design	skill-design/lore/05-android-design.jsonl	Figma Artboard and Grid Setup for Android	figma-setup	figma,artboard,grid,setup
an-048	an	design	skill-design/lore/05-android-design.jsonl	Figma Asset Export for Android	figma-setup	figma,export,density,assets
an-049	an	design	skill-design/lore/05-android-design.jsonl	Figma Plugins and Resources for Android Design	figma-setup	figma,plugins,material-theme-builder,resources
an-050	an	design	skill-design/lore/05-android-design.jsonl	Android Accessibility Design Requirements	accessibility	accessibility,a11y,contrast,touch
an-051	an	design	skill-design/lore/05-android-design.jsonl	Extended FAB and FAB Placement	components	fab,extended-fab,m3,placement
an-052	an	design	skill-design/lore/05-android-design.jsonl	Search Bar Specs	components	search,search-bar,m3,components
rs-001	rs	design	skill-design/lore/06-responsive.jsonl	Mobile small breakpoint	breakpoints	breakpoint,mobile,320,374
rs-002	rs	design	skill-design/lore/06-responsive.jsonl	Mobile standard breakpoint	breakpoints	breakpoint,mobile,375,413
rs-003	rs	design	skill-design/lore/06-responsive.jsonl	Mobile large breakpoint	breakpoints	breakpoint,mobile,414,479
rs-004	rs	design	skill-design/lore/06-responsive.jsonl	Tablet portrait breakpoint	breakpoints	breakpoint,tablet,600,839,portrait
rs-005	rs	design	skill-design/lore/06-responsive.jsonl	Tablet landscape breakpoint	breakpoints	breakpoint,tablet,840,1023,landscape
rs-006	rs	design	skill-design/lore/06-responsive.jsonl	Desktop small breakpoint	breakpoints	breakpoint,desktop,1024,1279,laptop
rs-007	rs	design	skill-design/lore/06-responsive.jsonl	Desktop standard and large breakpoints	breakpoints	breakpoint,desktop,1280,1440,1920
rs-008	rs	design	skill-design/lore/06-responsive.jsonl	Mobile-first design progression	breakpoints	breakpoint,mobile-first,strategy,workflow
rs-009	rs	design	skill-design/lore/06-responsive.jsonl	Platform window and size classes	breakpoints	breakpoint,material3,apple,size-class
rs-010	rs	design	skill-design/lore/06-responsive.jsonl	Figma constraints fundamentals	constraints	constraints,resize,pin,stretch
rs-011	rs	design	skill-design/lore/06-responsive.jsonl	Constraints behavior and combinations	constraints	constraints,stretch,center,scale
rs-012	rs	design	skill-design/lore/06-responsive.jsonl	Constraints vs auto layout rules	constraints	constraints,auto-layout,disabled,sizing
rs-013	rs	design	skill-design/lore/06-responsive.jsonl	Fluid width pattern	auto-layout-patterns	auto-layout,fluid,fill,responsive,pattern
rs-014	rs	design	skill-design/lore/06-responsive.jsonl	Wrap layout pattern	auto-layout-patterns	auto-layout,wrap,reflow,cards,grid,pattern
rs-015	rs	design	skill-design/lore/06-responsive.jsonl	Sidebar plus main content pattern	auto-layout-patterns	auto-layout,sidebar,main,layout,pattern
rs-016	rs	design	skill-design/lore/06-responsive.jsonl	Stacking and reflow pattern	auto-layout-patterns	auto-layout,stacking,vertical,horizontal,responsive,pattern
rs-017	rs	design	skill-design/lore/06-responsive.jsonl	Flexible card grid pattern	auto-layout-patterns	auto-layout,grid,cards,min-width,wrap,pattern
rs-018	rs	design	skill-design/lore/06-responsive.jsonl	Responsive component strategies	responsive-components	component,responsive,variant,auto-layout,strategy
rs-019	rs	design	skill-design/lore/06-responsive.jsonl	Responsive variables setup	responsive-variables	variables,modes,responsive,spacing,2025
rs-020	rs	design	skill-design/lore/06-responsive.jsonl	Responsive variables best practices	responsive-variables	variables,modes,responsive,rules,strategy
rs-021	rs	design	skill-design/lore/06-responsive.jsonl	Pixel density and export scales	pixel-density	export,density,retina,dpi,resolution
rs-022	rs	design	skill-design/lore/06-responsive.jsonl	Export rules for web and native	pixel-density	export,web,native,srcset,icon,pixel-perfect
rs-023	rs	design	skill-design/lore/06-responsive.jsonl	Fluid typography across breakpoints	typography	typography,font-size,scale,responsive,line-length
rs-024	rs	design	skill-design/lore/06-responsive.jsonl	Responsive grid systems by breakpoint	grid-systems	grid,columns,margin,gutter,responsive
rs-025	rs	design	skill-design/lore/06-responsive.jsonl	Grid consistency rules	grid-systems	grid,gutter,margin,spacing,rules
rs-026	rs	design	skill-design/lore/06-responsive.jsonl	Adaptive vs responsive design in Figma	adaptive-vs-responsive	adaptive,responsive,strategy,layout,approach
rs-027	rs	design	skill-design/lore/06-responsive.jsonl	Testing responsive designs in Figma	testing	testing,resize,breakpoint,artboard,prototype
rs-028	rs	design	skill-design/lore/06-responsive.jsonl	Adaptive text and max-width pattern	auto-layout-patterns	auto-layout,text,max-width,min-width,readability,pattern
rs-029	rs	design	skill-design/lore/06-responsive.jsonl	Grid auto layout with fractional tracks	auto-layout-patterns	auto-layout,grid,fractional,columns,reflow,pattern
rs-030	rs	design	skill-design/lore/06-responsive.jsonl	Responsive component rules and maintenance	responsive-components	component,responsive,maintenance,variants,rules
ux-001	ux	design	skill-design/lore/07-mobile-ux.jsonl	Bottom Navigation Bar	navigation	navigation,bottom-nav,tab-bar,ios,android
ux-002	ux	design	skill-design/lore/07-mobile-ux.jsonl	Horizontal Tab Bar	navigation	tabs,filtering,scrollable,content-categories
ux-003	ux	design	skill-design/lore/07-mobile-ux.jsonl	Hamburger Menu / Navigation Drawer	navigation	hamburger,drawer,side-nav,menu
ux-004	ux	design	skill-design/lore/07-mobile-ux.jsonl	Navigation Stack (Push/Pop)	navigation	navigation-stack,hierarchy,back-button,deep-linking
ux-005	ux	design	skill-design/lore/07-mobile-ux.jsonl	Floating Action Button (FAB)	navigation	fab,primary-action,material,android
ux-006	ux	design	skill-design/lore/07-mobile-ux.jsonl	Contextual Action Toolbar	navigation	contextual-actions,selection-mode,toolbar,multi-select
ux-007	ux	design	skill-design/lore/07-mobile-ux.jsonl	Thumb Zone - Easy Reach (Green)	thumb-zone	thumb-zone,ergonomics,reachability,one-handed
ux-008	ux	design	skill-design/lore/07-mobile-ux.jsonl	Thumb Zone - Stretch and Hard Reach	thumb-zone	thumb-zone,ergonomics,hard-reach,ux-placement
ux-009	ux	design	skill-design/lore/07-mobile-ux.jsonl	Tap and Double-Tap Gestures	gestures	gestures,tap,double-tap,interaction
ux-010	ux	design	skill-design/lore/07-mobile-ux.jsonl	Long Press Gesture	gestures	gestures,long-press,context-menu,haptic
ux-011	ux	design	skill-design/lore/07-mobile-ux.jsonl	Horizontal Swipe Gestures	gestures	gestures,swipe,swipe-to-delete,page-navigation
ux-012	ux	design	skill-design/lore/07-mobile-ux.jsonl	Vertical Swipe and Pull-to-Refresh	gestures	gestures,scroll,pull-to-refresh,dismiss
ux-013	ux	design	skill-design/lore/07-mobile-ux.jsonl	Pinch and System Edge Gestures	gestures	gestures,pinch,zoom,edge-swipe,system-gestures
ux-014	ux	design	skill-design/lore/07-mobile-ux.jsonl	Gesture Discoverability Rules	gestures	gestures,discoverability,hints,affordance
ux-015	ux	design	skill-design/lore/07-mobile-ux.jsonl	Color Contrast Requirements (WCAG 2.1 AA)	accessibility	accessibility,wcag,contrast,color
ux-016	ux	design	skill-design/lore/07-mobile-ux.jsonl	Touch Targets and Spacing	accessibility	accessibility,touch-target,tap-area,spacing
ux-017	ux	design	skill-design/lore/07-mobile-ux.jsonl	Screen Reader and Focus Management	accessibility	accessibility,screen-reader,voiceover,talkback,focus
ux-018	ux	design	skill-design/lore/07-mobile-ux.jsonl	Text Scaling and Motion Preferences	accessibility	accessibility,dynamic-type,font-scaling,reduce-motion
ux-019	ux	design	skill-design/lore/07-mobile-ux.jsonl	Skeleton Screens	loading	loading,skeleton,shimmer,placeholder,perceived-performance
ux-020	ux	design	skill-design/lore/07-mobile-ux.jsonl	Spinners, Progress Bars, and Optimistic UI	loading	loading,spinner,progress-bar,optimistic-ui,pull-to-refresh
ux-021	ux	design	skill-design/lore/07-mobile-ux.jsonl	Lazy Loading and Content Loading Strategy	loading	loading,lazy-loading,infinite-scroll,pagination
ux-022	ux	design	skill-design/lore/07-mobile-ux.jsonl	Empty States: First Use, No Results, Error	empty-states	empty-state,first-use,no-results,onboarding,illustration
ux-023	ux	design	skill-design/lore/07-mobile-ux.jsonl	Empty States: Deleted, Cleared, and Offline	empty-states	empty-state,undo,offline,cached-content
ux-024	ux	design	skill-design/lore/07-mobile-ux.jsonl	Inline Validation and Field Errors	error-handling	errors,validation,inline,form-errors,field-state
ux-025	ux	design	skill-design/lore/07-mobile-ux.jsonl	Toast, Snackbar, Banner, and Full-Screen Errors	error-handling	errors,toast,snackbar,banner,error-screen,retry
ux-026	ux	design	skill-design/lore/07-mobile-ux.jsonl	Progressive Disclosure and Coach Marks	onboarding	onboarding,progressive-disclosure,coach-marks,tooltip,first-run
ux-027	ux	design	skill-design/lore/07-mobile-ux.jsonl	Walkthrough and Permission Priming	onboarding	onboarding,walkthrough,permissions,carousel,value-prop
ux-028	ux	design	skill-design/lore/07-mobile-ux.jsonl	Mobile Form Layout and Input Design	forms	forms,input,layout,single-column,label
ux-029	ux	design	skill-design/lore/07-mobile-ux.jsonl	Keyboard Types and Form Submission	forms	forms,keyboard,autofill,submit-button,input-type
ux-030	ux	design	skill-design/lore/07-mobile-ux.jsonl	Keyboard Handling and Input Visibility	keyboard	keyboard,scroll,input-visibility,dismiss,safe-area
ux-031	ux	design	skill-design/lore/07-mobile-ux.jsonl	Dark Mode Design Principles	dark-mode	dark-mode,theme,system-preference,surfaces
ux-032	ux	design	skill-design/lore/07-mobile-ux.jsonl	Dark Mode: Colors, Images, and Assets	dark-mode	dark-mode,images,color-adjustment,desaturation
ux-033	ux	design	skill-design/lore/07-mobile-ux.jsonl	Offline-First and Cache Strategy	offline	offline,cache,performance,background-sync,queue
ux-034	ux	design	skill-design/lore/07-mobile-ux.jsonl	Perceived Performance and Image Optimization	offline	performance,perceived-performance,images,progressive-loading,transitions
ux-035	ux	design	skill-design/lore/07-mobile-ux.jsonl	Accessibility Testing Checklist	accessibility	accessibility,testing,checklist,wcag,audit
gp-001	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt Psychology — The Foundation of Visual Perception	gestalt-overview	gestalt,perception,visual-design,psychology
gp-002	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt: Law of Proximity	law-of-proximity	proximity,grouping,layout,whitespace
gp-003	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt: Law of Similarity	law-of-similarity	similarity,visual-hierarchy,consistency,buttons
gp-004	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt: Law of Closure	law-of-closure	closure,icons,progressive-disclosure,visual-completion
gp-005	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt: Law of Continuity	law-of-continuity	continuity,alignment,eye-flow,grid,scanning
gp-006	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt: Law of Figure/Ground	law-of-figure-ground	figure-ground,contrast,modals,depth,dark-mode
gp-007	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt: Law of Symmetry	law-of-symmetry	symmetry,asymmetry,balance,composition,trust
gp-008	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt: Law of Common Fate	law-of-common-fate	animation,motion,grouping,transitions,micro-interactions
gp-009	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt: Law of Prägnanz (Good Form)	law-of-prägnanz	simplicity,minimalism,cognitive-load,visual-design,prägnanz
gp-010	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Gestalt Applied to Typography	gestalt-in-typography	typography,gestalt,hierarchy,readability,scanning
gp-011	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Preattentive Attributes — What Users See Before They Think	visual-perception-preattentive	preattentive,colour,size,attention,scanning,hierarchy
gp-012	gp	design	skill-design/lore/11-gestalt-perception.jsonl	F-Pattern and Z-Pattern — How Users Scan Interfaces	visual-perception-scanning	f-pattern,z-pattern,scanning,eye-tracking,layout
gp-013	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Heuristic Evaluation — Expert UI Review Against Nielsen's 10 Laws	heuristic-evaluation	heuristic-evaluation,usability,nielsen,expert-review,ux-research
gp-014	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Running a Heuristic Evaluation in Practice	heuristic-evaluation-process	heuristic-evaluation,process,ux-research,team,severity
gp-015	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Severity Ratings in Heuristic Evaluations	heuristic-evaluation-severity	heuristic-evaluation,severity,prioritisation,ux-research
gp-016	gp	design	skill-design/lore/11-gestalt-perception.jsonl	Colour Perception and Psychology in UI	perception-colour-psychology	colour,perception,psychology,accessibility,cultural-context
ty-001	ty	design	skill-design/lore/12-typography-deep.jsonl	Type Anatomy — The Vocabulary of Letterforms	type-anatomy	type-anatomy,typography,letterforms,readability,fundamentals
ty-002	ty	design	skill-design/lore/12-typography-deep.jsonl	Type Classification — Understanding the Major Families	type-classification	type-classification,serif,sans-serif,slab,monospace,display,variable-fonts
ty-003	ty	design	skill-design/lore/12-typography-deep.jsonl	Optical vs Mechanical Spacing — Why Type Feels Wrong	type-optical-vs-mechanical	optical-spacing,kerning,mechanical-spacing,type-design,perception
ty-004	ty	design	skill-design/lore/12-typography-deep.jsonl	Kerning — The Art of Letter Spacing	kerning	kerning,letter-spacing,type-design,display-type,optical
ty-005	ty	design	skill-design/lore/12-typography-deep.jsonl	Tracking and Leading — Horizontal and Vertical Space	tracking-leading	tracking,leading,line-height,letter-spacing,readability,body-text
ty-006	ty	design	skill-design/lore/12-typography-deep.jsonl	Type Scale — Building a Systematic Hierarchy	type-scale	type-scale,hierarchy,modular-scale,golden-ratio,design-systems
ty-007	ty	design	skill-design/lore/12-typography-deep.jsonl	Type Alignment — Left, Right, Centre, Justified	type-alignment	alignment,left-align,justified,centred,readability,layout
ty-008	ty	design	skill-design/lore/12-typography-deep.jsonl	Measure — The Optimal Line Length	type-measure	measure,line-length,readability,column-width,mobile-typography
ty-009	ty	design	skill-design/lore/12-typography-deep.jsonl	Font Pairing — Principles and Strategy	type-pairing	font-pairing,typography,hierarchy,serif,sans-serif,design-systems
ty-010	ty	design	skill-design/lore/12-typography-deep.jsonl	Variable Fonts — The Future of Type in UI	variable-fonts	variable-fonts,performance,animation,figma,type-technology
ty-011	ty	design	skill-design/lore/12-typography-deep.jsonl	Type and Accessibility — Contrast, Size, and Legibility	type-contrast-accessibility	accessibility,wcag,contrast,legibility,type-size,dyslexia
ty-012	ty	design	skill-design/lore/12-typography-deep.jsonl	Type Rendering — How Screens Affect Typography	type-on-screen-rendering	screen-rendering,anti-aliasing,hinting,retina,hid-pi,type-technology
ty-013	ty	design	skill-design/lore/12-typography-deep.jsonl	Type Personality — How Fonts Communicate Emotion	type-emotion	type-personality,emotion,brand,typeface-selection,communication
ty-014	ty	design	skill-design/lore/12-typography-deep.jsonl	Typography in Design Systems — Tokens and Scale	type-in-ui-systems	design-systems,tokens,typography,naming,figma,semantic
ty-015	ty	design	skill-design/lore/12-typography-deep.jsonl	Text Style Naming — Bold and Weight Variants with Nested Slash Hierarchy	text-style-naming-bold-variants	text-styles,naming,bold,semibold,weight,variables,typography,design-systems,slash-naming
ct-001	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour Theory Foundations — Hue, Saturation, Lightness	colour-theory-basics	colour-theory,hsl,hsb,hue,saturation,lightness,fundamentals
ct-002	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour Harmonies — Relationships That Work	colour-wheel-harmonies	colour-harmony,complementary,analogous,monochromatic,colour-wheel
ct-003	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour Temperature — Warm, Cool, and Neutral	colour-temperature	colour-temperature,warm,cool,neutral,perception,UI-application
ct-004	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour Contrast for Accessibility and Readability	colour-contrast-accessibility	contrast,wcag,accessibility,colour-blindness,readability
ct-005	ct	design	skill-design/lore/13-colour-theory.jsonl	Simultaneous Contrast — How Colours Change Each Other	colour-perception-simultaneous-contrast	simultaneous-contrast,colour-perception,context,dark-mode,colour-evaluation
ct-006	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour Psychology — What Each Hue Communicates	colour-psychology-by-hue	colour-psychology,hue,brand,emotion,culture,communication
ct-007	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour Systems — Primitives, Semantics, and Components	colour-in-design-systems	colour-system,design-tokens,semantic,primitive,dark-mode,white-label
ct-008	ct	design	skill-design/lore/13-colour-theory.jsonl	Building a UI Colour Palette — Steps and Principles	colour-palette-construction	palette-construction,colour-scale,semantic-colour,surface,wcag
ct-009	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour in Dark Mode — More Than Just Inversion	colour-dark-mode	dark-mode,colour,surface-elevation,saturation,tokens,material-design,apple-hig
ct-010	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour and Light — Physical Principles Applied to UI	colour-and-light	light,colour-physics,shadows,elevation,neumorphism,realism
ct-011	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour in Branding — Owning a Colour	colour-branding	branding,colour,recognition,brand-identity,cadence,60-30-10
ct-012	ct	design	skill-design/lore/13-colour-theory.jsonl	Colour Across Cultures — Global UI Considerations	colour-cultural-context	culture,colour,globalisation,localisation,international,accessibility
bd-001	bd	design	skill-design/lore/14-behavioural-design.jsonl	Mental Models — Designing for What Users Already Know	mental-models	mental-models,cognitive-psychology,ux,learning-curve,familiarity
bd-002	bd	design	skill-design/lore/14-behavioural-design.jsonl	Cognitive Load — The Brain's Processing Budget	cognitive-load	cognitive-load,decision-fatigue,progressive-disclosure,ux,simplicity
bd-003	bd	design	skill-design/lore/14-behavioural-design.jsonl	Hick's Law — Fewer Choices, Faster Decisions	hicks-law	hicks-law,decision-making,navigation,choices,cognitive-load,ux-laws
bd-004	bd	design	skill-design/lore/14-behavioural-design.jsonl	Fitts's Law — Size and Distance Define Click Effort	fitts-law	fitts-law,touch-target,click-area,interaction,mobile,ux-laws
bd-005	bd	design	skill-design/lore/14-behavioural-design.jsonl	Jakob's Law — Users Spend Most Time on Other Sites	jakobs-law	jakobs-law,convention,patterns,familiarity,ux-laws,learning-cost
bd-006	bd	design	skill-design/lore/14-behavioural-design.jsonl	Miller's Law — Working Memory Has a Limit	millers-law	millers-law,working-memory,chunking,cognitive-load,information-architecture,ux-laws
bd-007	bd	design	skill-design/lore/14-behavioural-design.jsonl	Anchoring Bias — The First Number Wins	anchoring-bias	anchoring,cognitive-bias,pricing,persuasion,ux,psychology
bd-008	bd	design	skill-design/lore/14-behavioural-design.jsonl	Peak-End Rule — Memory is Not an Average	peak-end-rule	peak-end-rule,memory,kahneman,emotional-design,success-states,onboarding
bd-009	bd	design	skill-design/lore/14-behavioural-design.jsonl	Endowment Effect — Ownership Increases Perceived Value	endowment-effect	endowment-effect,ownership,onboarding,conversion,retention,behavioural-design
bd-010	bd	design	skill-design/lore/14-behavioural-design.jsonl	Variable Reward Schedules — The Slot Machine Pattern	variable-rewards	variable-rewards,engagement,dark-patterns,ethics,skinner,habit-design
bd-011	bd	design	skill-design/lore/14-behavioural-design.jsonl	Dark Patterns — Design That Works Against Users	dark-patterns	dark-patterns,ethics,deception,manipulation,UX,legal,brignull
bd-012	bd	design	skill-design/lore/14-behavioural-design.jsonl	Ethical Nudges — Designing for Better Decisions	behavioural-design-nudges	nudge-theory,defaults,behavioural-design,ethics,social-proof,decision-architecture
bd-013	bd	design	skill-design/lore/14-behavioural-design.jsonl	Emotional Design — Norman's Three Levels	emotional-design	emotional-design,don-norman,visceral,behavioural,reflective,brand-loyalty
ah-001	ah	design	skill-design/lore/15-art-history-part1.jsonl	Renaissance (1400–1600) — Harmony, Proportion, and the Golden Ratio	renaissance	renaissance,golden-ratio,composition,perspective,history,art-influence
ah-002	ah	design	skill-design/lore/15-art-history-part1.jsonl	Baroque (1600–1750) — Drama, Contrast, and Emotional Intensity	baroque	baroque,contrast,drama,luxury,dark-mode,history,art-influence
ah-003	ah	design	skill-design/lore/15-art-history-part1.jsonl	Art Nouveau (1890–1910) — Organic Lines and Nature as Ornament	art-nouveau	art-nouveau,organic,botanical,curves,decoration,mucha,wellness-brand,history
ah-004	ah	design	skill-design/lore/15-art-history-part1.jsonl	Bauhaus (1919–1933) — The DNA of Modern UI Design	bauhaus	bauhaus,modernism,flat-design,grid,typography,history,ui-foundations,fundamental
ah-005	ah	design	skill-design/lore/15-art-history-part1.jsonl	De Stijl & Constructivism (1917–1930) — The Geometry of Purpose	de-stijl-constructivism	de-stijl,constructivism,mondrian,grid,geometry,history,editorial,layout
ah-006	ah	design	skill-design/lore/15-art-history-part1.jsonl	Art Deco (1920s–1930s) — Luxury, Geometry, and Glamour	art-deco	art-deco,luxury,geometry,gold,gatsby,branding,glamour,history
ah-007	ah	design	skill-design/lore/15-art-history-part1.jsonl	Swiss International Style (1950s–) — The Grammar of Modern Typography	swiss-international-style	swiss-style,international-typography,helvetica,grid,modernism,wayfinding,history,fundamental
ah-008	ah	design	skill-design/lore/15-art-history-part1.jsonl	Pop Art (1950s–1960s) — Consumer Culture as Visual Language	pop-art	pop-art,warhol,lichtenstein,bold,flat,consumer,illustration,history
ah-009	ah	design	skill-design/lore/15-art-history-part1.jsonl	Surrealism (1920s–1940s) — Dreamlogic in Visual Communication	surrealism	surrealism,dali,magritte,dreamlike,illustration,editorial,disruptive-brand,history
ah-010	ah	design	skill-design/lore/15-art-history-part1.jsonl	Atomic Age & Space Age (1945–1970) — Optimism in the Future	atomic-space-age	atomic-age,space-age,retro,midcentury,googie,nostalgia,vintage-branding,history
ah-011	ah	design	skill-design/lore/15-art-history-part1.jsonl	Psychedelic / Acid Art (1960s–1970s) — Perception Pushed to Breaking Point	psychedelic-acid	psychedelic,acid,60s,70s,counterculture,saturated,festival,streetwear,history
ah-012	ah	design	skill-design/lore/15-art-history-part1.jsonl	1970s Design Aesthetic — Warmth, Organic Forms, and Folk Revival	70s-styles	70s,retro,earth-tones,organic,folk,wellness,cooper-black,nostalgia,history
ah-013	ah	design	skill-design/lore/15-art-history-part1.jsonl	Punk / Zine Culture (1976–1980s) — Anti-Design as Design	punk-zine	punk,zine,diy,anti-design,brutalism,streetwear,independent,history
ah-014	ah	design	skill-design/lore/15-art-history-part1.jsonl	Memphis Group (1981–1988) — Joyful Geometric Chaos	memphis-group	memphis,postmodern,geometric,bold,sottsass,pattern,spotify,history,revival
ah-015	ah	design	skill-design/lore/15-art-history-part1.jsonl	Hyperrealism — More Real Than a Photograph	hyperrealism	hyperrealism,3d,rendering,product-photography,luxury,realism,apple,history
ah-016	ah	design	skill-design/lore/15-art-history-part1.jsonl	Grunge / 90s Digital Aesthetic — Beautiful Imperfection	grunge-90s	grunge,90s,david-carson,grain,texture,imperfection,lo-fi,history,revival
ah-017	ah	design	skill-design/lore/15-art-history-part2.jsonl	Manga & Anime Aesthetics — Japanese Visual Storytelling	manga-anime	manga,anime,japanese,illustration,mascot,character-design,ghibli,history
ah-018	ah	design	skill-design/lore/15-art-history-part2.jsonl	Kawaii Culture — The Design Power of Cute	kawaii	kawaii,cute,japanese,sanrio,murakami,mascot,rounded,brand-character,history
ah-019	ah	design	skill-design/lore/15-art-history-part2.jsonl	Yami Kawaii — The Dark Side of Cute	yami-kawaii-dark-cute	yami-kawaii,dark-cute,mental-health,japanese,harajuku,contrast,aesthetic,illustration
ah-020	ah	design	skill-design/lore/15-art-history-part2.jsonl	Vaporwave — Internet Nostalgia as Visual Philosophy	vaporwave	vaporwave,synthwave,retrowave,nostalgia,80s,japanese,neon,gradient,digital-culture
